"ID_NAME","CONSUMPTION_SEGMENT_CODE","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Dental examination (private)","520326",2.554,3.051,4.197,5.015,5.214,5.596,5.392,6.674,7.033,7.383,7.302,7.407,7.522,7.478,7.204,6.408,6.692,6.449,6.552,5.856,4.835,4.731,5.174,5.328,5.517,4.474,4.868,5.205,5.16,5.449,5.2,4.868,5.311,5.322,4.714,4.897,5.872,6.87,7.422,7.075,7.131,7.229,6.96,7.625,7.806,8.23,8.661,8.252,7.601,7.412,6.687,7.104,6.826,6.567
"Manicure appointment","520331",1.993,1.885,2.793,2.45,2.311,2.616,2.842,3.225,3.717,4.83,6.422,7.459,7.441,8.707,7.063,7.465,6.652,7.741,7.815,8.144,7.352,6.499,5.42,4.46,3.82,3.942,5.019,4.363,6.007,5.307,5.481,5.039,6.421,5.914,5.952,5.723,6.134,5.95,5.205,6.927,5.598,5.687,5.22,4.744,3.436,3.569,3.321,3.173,3.544,2.561,2.661,2.469,2.411,2.489
"Chiropractor treatment (private)","520332",2.599,2.744,3.137,3.609,3.662,3.505,3.744,4.03,4.364,4.56,4.594,4.555,4.649,4.299,4.192,4.19,4.255,4.163,3.872,3.937,3.62,3.756,3.944,3.861,3.827,3.642,3.403,3.209,3.31,3.659,3.727,3.509,3.532,3.459,2.825,2.958,2.952,2.929,3.611,3.417,3.33,3.188,3.111,3.228,3.238,3.38,4.032,4.129,3.917,3.58,2.953,3.391,3.482,2.952
"Electric bike (adult)","610115",,,,,,,,,,,,,,,,,,,,,,,,,-8.188,-6.539,-6.675,-9.871,-5.802,-8.401,-8.262,-9.138,-6.924,-4.742,-9.329,-5.393,-5.52,-9.483,-4.693,-4.477,-8.602,-3.065,-4.418,-2.118,-3.224,-3.32,0.131,-1.785,-2.003,1.255,-2.252,-0.445,-0.615,-2.787
"Car tyre","610204",12.72,12.723,12.028,12.067,11.011,10.633,10.083,10.751,10.653,8.811,8.604,8.08,9.162,10.097,10.268,8.75,8.666,9.454,10.311,9.179,9.48,8.497,7.429,5.592,2.011,1.243,1.48,2.049,2.114,1.669,0.467,1.372,1.206,2.74,4.154,6.085,7.393,7.691,6.355,6.366,5.249,3.848,3.329,2.595,2.59,1.585,1.135,1.037,1.44,1.804,2.543,3.484,3.581,4.028
"Wiper blades","610221",9.091,10.771,12.134,13.1,7.234,7.348,4.901,3.471,3.604,4.141,2.629,1.146,1.67,2.161,1.384,1.27,0.726,-0.23,0.694,0.977,1.459,2.328,1.556,4.459,6.637,4.145,3.72,2.715,3.264,2.927,2.213,3.716,3.116,1.656,2.791,-0.307,-3.068,-2.564,-1.135,-1.021,-0.503,0.409,-0.494,-3.171,-5.281,-3.41,-11.719,-2.173,-1.087,-7.246,-7.109,-7.733,-6.962,-1.77
"Car MOT test fee","610227",1.628,1.644,1.712,1.845,2.661,2.857,3.108,3.089,3.242,3.134,3.228,3.443,3.36,3.213,3.203,3.132,2.578,2.407,2.365,2.516,2.554,2.831,2.636,2.732,2.444,2.659,2.524,2.512,2.758,2.864,2.671,2.659,2.496,2.226,2.351,1.997,2.597,2.651,2.643,2.689,2.545,2.602,2.889,2.811,2.943,2.935,2.834,2.833,2.439,2.161,2.495,2.544,2.633,2.615
"Car service - local garage","610231",4.509,5.326,6.178,6.921,7.494,7.923,7.138,8.294,8.476,6.713,8.832,8.444,10.474,9.281,9.631,10.179,10.289,9.422,10.008,9.868,10.25,12.214,10.796,10.172,11.737,11.954,11.235,10.476,10.03,10.621,10.373,10.494,9.788,8.905,8.005,8.335,7.539,7.397,8.296,8.565,8.541,9.233,9.145,9.034,8.284,8.667,7.541,7.332,6.433,6.769,6.247,4.881,4.764,3.724
"Car service - main dealer","610232",5.25,5.686,6.26,6.734,8.036,6.779,5.596,8.633,7.91,9.045,8.3,8.601,8.901,8.739,8.445,9.536,8.868,8.583,10.436,8.633,9.295,8.743,8.865,9.262,8.819,8.532,7.98,7.055,7.769,8.137,6.99,7.428,6.204,6.887,6.675,5.417,8.929,8.654,8.896,9.448,7.229,7.192,8.685,8.469,8.866,8.363,7.749,8.1,6.638,7.378,7.145,6.433,6.958,6.704
"Car repair labour - main dealer","610235",4.792,5.099,5.334,5.65,6.248,6.169,5.863,7.219,7.244,7.62,7.263,6.638,6.336,6.089,6.672,7.02,7.344,7.954,8.831,8.64,9.645,9.293,8.923,9.201,8.186,8.116,7.47,6.945,5.673,6.279,5.95,5.611,4.829,5.455,5.268,4.947,7.621,7.699,7.94,8.664,10.043,8.717,8.773,8.239,8.539,7.856,7.501,8.36,5.855,5.942,6.091,6.172,5.897,5.778
"Car repair labour - local garage","610236",3.488,3.785,3.149,3.9,4.62,5.987,6.102,6.755,5.69,5.903,6.174,6.601,7.274,7.234,7.77,8.852,8.523,7.078,7.649,6.778,6.499,5.895,5.852,5.09,6.425,6.604,6.311,4.316,3.809,4.109,4.528,4.794,4.628,4.682,4.544,5.342,5.342,4.974,5.653,5.971,7.119,7.032,6.044,5.985,5.52,6.213,6.545,5.807,6.341,7.065,6.235,7.196,7.088,7.012
"Car bulb - 12 volt","610237",-2.846,-1.647,-1.168,-0.636,-5.212,-0.668,0.769,-8.766,-1.938,-0.964,-3.096,0.52,-2.487,-2.518,-3.521,-1.697,3.358,-2.574,-5.191,4.676,4.688,3.491,5.633,3.401,4.463,2.438,2.654,2.284,1.861,1.996,1.728,1.435,0.313,4.606,5.133,3.883,2.774,3.614,4.295,12.244,16.825,17.122,18.189,18.601,20.061,16.667,16.393,17.082,16.671,16.584,16.616,9.001,4.831,5.128
"Car wash - hand or automatic","610238",4.047,3.928,3.71,4.166,3.861,4.431,4.474,5.367,5.502,5.878,5.58,6.817,7.232,8.44,9.008,9.104,10.271,8.462,9.477,9.368,9.472,9.684,10.881,10.35,12.22,10.998,10.918,10.357,10.305,10.624,9.527,9.62,9.635,8.807,9.12,8.819,5.661,5.965,5.89,6.625,6.181,6.448,6.295,5.932,4.942,5.006,3.898,3.445,3.991,4.104,3.911,3.569,3.936,4.063
"Wheel alignment","610241",4.099,4.104,4.511,6.043,6.564,6.865,6.815,7.361,7.87,8.45,8.574,7.035,7.488,7.35,7.377,7.827,6.888,6.612,6.644,6.544,7.158,5.976,6.689,7.518,7.503,8.032,8.005,7.552,8.659,8.539,7.285,7.333,6.29,6.986,6.241,6.225,6.726,6.488,6.358,5.632,5.714,5.261,5.189,6.082,6.841,7.76,9.077,8.028,6.413,6.501,6.71,7.342,7.229,8.768
"Exhaust fitting","610242",,,,,,,,,,,,,7.075,7.286,8.666,10.036,10.654,11.423,11.688,12.256,12.791,9.606,9.092,10.423,9.109,8.373,9.148,8.317,6.618,5.546,4.983,6.693,5.048,7.173,5.102,6.12,5.322,4.063,3.729,3.616,5.453,6.3,5.8,4.322,5.503,2.748,3.172,2.16,3.725,4.52,3.002,3.691,1.793,1.603
"Dashboard camera","610243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Engine oil - multigrade","610303",6.23,10.557,13.721,14.553,11.479,8.231,7.168,6.574,11.127,13.724,11.074,11.671,14.313,11.755,9.108,8.657,6.827,10.398,7.987,8.655,6.673,5.019,2.857,1.932,1.679,2.858,2.226,0.632,2.636,-0.477,0.487,1.164,2.533,0.468,2.05,2.311,1.023,-1.144,2.183,3.399,3.442,2.735,3.114,2.844,1.638,1.562,-1.62,2.627,-1.046,3.182,3.536,4.115,4.812,8.25
"Van hire - self-drive, transit type","620303",7.821,6.819,6.449,6.72,7.625,7.213,7.325,6.852,5.168,5.863,4.503,4.11,4.059,4.053,4.297,4.218,3.915,5.062,5.084,5.49,6.917,5.82,6.188,5.924,5.528,5.186,4.635,4.226,3.445,2.267,0.777,0.595,0.342,0.452,0.079,0.405,0.217,-0.141,-0.007,0.653,0.067,0.68,2.505,2.652,1.657,0.522,0.458,0.89,2.376,1.163,1.971,1.618,2.262,3.422
"Pushchair or stroller","620304",18.824,11.372,11.101,15.528,15.691,14.039,14.359,14.872,8.808,8.341,5.911,2.9,-1.905,2.665,3.194,1.667,4.816,2.525,0.746,3.5,5.651,3.703,0.621,5.263,4.695,3.079,1.538,-2.417,-1.391,-0.035,0.118,-4.971,-3.778,-3.148,-3.89,-4.268,-1.469,-1.167,-1.667,-2.192,-5.227,-3.187,-4.797,-4.849,-3.535,-3.9,-2.707,-2.469,-2.382,-7.353,-4.455,-3.206,-5.799,-6.948
"Car hire - self-drive","620307",44.372,43.986,41.823,48.733,47.76,47.704,48.658,35.267,28.022,18.215,9.611,-0.901,-7.841,-8.827,-9.808,-8.582,-6.345,-9.392,-11.714,-15.333,-16.556,-18.135,-17.608,-14.922,-13.084,-13.427,-12.875,-14.352,-17.292,-15.196,-16.421,-13.168,-12.266,-12.638,-12.413,-13.832,-13.146,-12.003,-8.23,-6.354,-4.663,-6.409,-7.374,-5.437,-2.04,3.985,6.071,10.284,8.916,10.269,6.818,-0.604,-0.854,-2.892
"Private hire vehicle fare","620308",2.581,2.022,2.59,3.818,5.135,6.349,6.202,8.267,8.256,9.275,9.247,9.175,8.565,9.144,9.071,9.158,9.049,7.947,8.71,7.306,6.297,5.749,5.532,5.942,6.527,6.369,6.157,5.207,3.6,3.865,2.806,2.716,3.142,2.34,3.022,3.075,2.341,1.649,1.152,1.108,2.829,3.205,3.69,4.443,4.273,5.047,4.631,4.621,4.398,4.041,4.104,4.183,3.06,1.683
"Car park charges","620315",2.683,2.463,2.589,3.172,3.564,2.995,3.326,4.108,4.098,4.473,3.979,3.794,4.162,4.71,4.357,4.29,4.562,4.907,4.616,3.843,4.358,4.487,5.249,5.993,5.416,5.169,5.398,5.398,6.292,6.392,7.52,7.725,7.396,7.319,6.308,5.48,6.361,6.042,6.304,5.979,5.916,6.687,5.332,5.286,5.226,5.615,6.357,6.129,5.138,5.446,5.472,5.578,4.774,4.06
"Children's bike - no gears","620317",17.002,17.493,15.417,12.998,11.593,11.058,6.742,7.225,9.033,3.186,2.446,-0.419,-1.279,1.799,1.754,1.315,1.412,1.269,4.182,2.596,3.19,5.607,5.73,7.185,2.651,0.106,-0.381,1.363,2.304,2.426,-1.837,0.071,0.373,-0.2,-1.281,-2.567,4.028,2.092,1.799,-0.109,2.045,-0.032,2.436,0.715,1.13,0.666,-4.001,-1.47,-1.037,-0.325,-0.142,2.202,-0.023,-3.157
"Adult bike","620318",15.835,12.775,9.867,9.713,7.764,6.97,5.454,4.469,3.258,2.963,3.15,2.263,2.053,2.141,-3.707,1.904,0.339,0.72,-3.39,-2.002,-1.24,-2.392,-6.52,-1.688,-5.947,-5.141,-1.22,-7.187,-4.438,-5.506,-1.707,-5.074,-3.784,-2.568,0.046,-4.616,0.851,-1.425,-0.909,-1.945,-1.073,0.024,-2.213,1.509,-1.728,-1.957,-2.594,-0.5,0.123,2.257,3.463,5.487,4.525,-1.057
"Cycle helmet (ages 12+)","620319",3.503,5.415,4.818,0.69,5.517,3.069,5.398,1.118,2.1,2.866,0.89,-0.396,1.035,1.952,2.579,5.395,0.511,2.392,3.225,3.662,1.657,1.297,3.827,3.671,0.93,-0.549,-1.028,-2.177,-1.003,-0.554,0.23,0.778,1.958,1.903,0.868,-0.349,3.58,-0.575,-0.915,1.449,2.082,1.162,-0.588,0.106,0.696,0.043,0.467,0.159,-1.456,1.086,0.612,0.558,0.283,-1.347
"Children's car seat","620321",,,,,,,,,,,,,5.491,5.005,4.045,3.784,4.37,2.648,-0.052,0.482,0.987,-0.814,-0.921,-3.783,-2.093,-3.213,-1.139,-2.628,-5.886,-4.442,-2.465,-3.316,-5.373,-4.46,-5.994,-4.359,-6.547,-2.812,-4.671,-5.253,-2.319,-3.514,-3.936,-2.013,-2.605,-2.995,-1.04,-0.861,-1.446,-3.748,-4.463,-4.653,-4.989,-5.138
"Radio - digital (DAB)","630138",9.702,9.728,9.177,9.243,9.475,3.974,5.694,2.996,3.544,4.578,3.896,6.352,0.86,2.189,0.132,2.491,-4.774,-1.367,-3.927,3.877,0.201,1.267,0.192,-5.059,0.417,0.076,3.46,1.267,8.016,7.537,8.032,1.699,1.698,2.259,0.083,2.449,0.238,0.367,-0.567,-1.407,-0.619,-0.121,0.115,-2.173,-0.114,-1.016,-5.107,-1.615,-0.762,-0.289,0.567,0.819,1.881,0.695
"Headphones or earphones","630156",4.817,0.439,2.559,1.467,4.522,4.273,4.913,0.824,-1.309,-0.026,3.981,-1.769,-2.41,-2.29,3.571,4.248,-1.633,0.981,-0.262,-2.372,4.214,0.079,-5.683,-3.419,-1.937,-0.158,-4.394,-6.969,-5.906,-10.108,-7.471,-4.068,-8.876,-6.266,-5.155,-3.139,-1.904,-2.819,-1.429,-2.486,1.77,5.901,3.499,4.314,2.351,2.96,4.165,3.664,7.647,5.493,0.992,1.447,0.719,-3.612
"Television - small","630159",10.178,5.229,3.663,1.686,-4.035,-10.17,-9.623,-7.341,-8.956,-11.125,-12.905,-6.594,-13.486,-10.248,-9.573,-6.832,-1.027,-2.217,-4.649,-2.336,-7.469,-3.11,-4.019,-7.113,-5.669,-5.618,-8.559,-2.176,-7.558,-4.571,-0.104,-2.946,-3.065,-0.723,-4.361,-4.275,-4.273,-4.106,-4.712,-10.561,-11.076,-13.896,-15.353,-15.862,-9.719,-17.569,-12.117,-10.469,-6.961,-7.9,-6.862,-3.397,0.619,1.861
"Television - large","630160",-0.532,-5.22,-8.686,-12.221,-20.816,-18.92,-21.092,-22.194,-20.111,-20.873,-16.27,-5.686,-6.733,-4.565,0.333,8.942,10.898,14.515,10.27,8.418,6.297,7.969,1.006,-7.432,-3.223,0.037,-2.545,-7.666,-10.907,-8.855,-5.671,-4.563,-6.064,-7.624,-5.356,-4.785,-3.792,-7.486,-7.515,-7.478,-11.241,-14.401,-14.228,-13.926,-18.3,-17.076,-19.408,-18.585,-19.411,-19.691,-20.312,-18.873,-12.382,-12.719
"Portable speaker","630162",-1.934,3.535,3.597,7.465,2.183,6.197,1.354,5.632,2.881,1.766,5.472,5.555,8.748,3.461,5.602,2.051,1.876,-1.301,1.464,1.853,4.502,-0.661,-2.711,0.214,-0.876,0.514,-0.747,-2.928,-5.654,-1.467,-1.126,-6.675,-4.488,0.682,-3.948,-8.35,-1.192,0.034,-7.041,-4.596,-6.158,-9.285,-7.186,-8.719,-8.175,-8.878,-9.663,-9.911,-10.628,-7.619,-7.386,-4.232,0.373,-0.925
"DVD/Blu-ray player","630164",5.297,7.642,12.92,10.19,7.597,7.703,22.484,25.351,22.27,18.455,16.697,13.155,12.302,11.615,3.575,2.181,6.414,3.934,-2.151,-2.475,1.293,3.181,-0.478,1.361,-0.89,-0.817,-1.572,3.558,-0.629,-0.104,3.546,1.945,-0.978,-1.223,-0.728,0.513,-1.154,1.507,1.299,-1.355,-0.765,-0.862,-0.909,-0.642,1.44,0.799,3.233,3.138,3.278,-0.384,-0.153,1.774,7.963,15.224
"Soundbar","630166",,,,,,,,,,,,,,,,,,,,,,,,,3.28,3.332,12.572,8.982,-5.203,-8.83,-4.682,-4.964,-3.938,1.147,-4.591,2.907,-2.737,1.635,-8.415,-11.995,0.376,1.628,-3.463,-7.415,-8.923,-6.007,-9.172,-12.7,-5.78,-10.341,-3.608,-6.176,-8.115,-9.126
"Printer","630167",,,,,,,,,,,,,,,,,,,,,,,,,4.451,5.723,-8.657,12.413,6.649,6.373,15.055,15.112,9.928,13.503,17.212,-0.511,5.381,7.053,13.348,-2.137,-3.25,-4.875,-7.263,-7.781,-3.717,-4.621,-9.745,-2.699,-9.658,-4.07,-9.591,-5.875,-8.222,3.926
"VR headset","630168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.843,-4.468,1.249,-1.859,-3.928,2.679
"Recordable CD","630226",13.406,9.365,7.74,4.164,6.319,12.47,3.292,-3.248,-6.759,-9.526,-8.624,-3.353,7.007,9.958,6.569,4.384,3.645,4.557,3.781,7.327,5.097,8.66,5.739,-1.318,1.003,-2.988,1.898,1.196,2.067,1.198,3.16,2.696,1.65,1.431,2.493,6.581,3.67,4.445,4.663,3.684,3.59,3.806,2.298,2.726,2.882,2.375,1.983,-0.651,0.606,4.153,3.322,4.201,3.225,3.972
"DVD film (bestseller)","630228",5.339,16.764,27.012,17.885,2.231,-5.214,-10.796,3.667,4.386,9.232,5.317,4.228,-3.501,-9.131,-14.665,-14.162,-9.186,-5.889,10.059,-1.55,-4.585,-8.522,1.16,8.482,0.481,-5.37,5.612,16.689,11.836,-4.006,-16.897,-1.042,2.577,18.514,-2.973,11.848,15.006,18.899,29.248,18.123,20.817,43.714,44.808,17.578,16.386,10.834,28.599,0.798,1.86,2.147,-5.176,-3.377,1.26,-1.759
"CD album (bestseller)","630230",13.865,-8.979,4.615,-1.954,4.194,-0.027,-4.446,-4.631,14.878,15.857,22.599,1.156,-1.925,2.766,1.681,10.183,1.184,-5.848,5.303,12.766,7.067,7.228,24.024,28.413,43.549,19.96,19.942,3.605,48.961,60.352,53.103,38.685,33.97,18.336,0.504,-13.152,-4.645,0.124,-9.901,-3.965,-30.889,-35.784,-43.375,-35.424,-29.119,-10.793,2.92,4.605,5.027,9.515,10.498,9.813,22.33,33.4
"Blu-ray disc film (bestseller)","630233",7.373,10.418,9.554,7.758,13.738,-5.491,-18.83,6.312,6.463,-4.224,7.48,15.79,-8.484,-21.097,-23.479,-21.488,-13.329,-7.149,18.246,6.807,1.263,-0.059,10.51,-1.705,10.805,24.973,23.152,33.008,9.998,-16.824,-10.336,-10.016,-13.103,-16.513,-6.792,11.84,-2.616,-2.616,5.61,0.664,11.483,43.468,23.722,21.047,18.781,28.544,6.658,-0.619,13.969,9.834,-10.375,-0.752,-3.523,1.098
"Board game","630309",-3.155,0.426,-3.604,-4.922,-7.377,-5.095,-1.133,-8.518,-4.816,-7.022,-0.526,-3.269,-4.445,-5.804,-2.587,-2.528,0.957,-1.867,-1.039,2.471,-8.382,-8.776,-2.023,-0.461,1.643,2.275,3.866,-1.858,-3.589,-2.036,-6.326,-6.983,-4.874,-0.483,-4.925,1.443,-1.559,-1.195,-1.106,2.123,2.61,4.827,3.696,0.775,7.715,8.559,4.459,-2.664,2.965,-3.162,-2.976,-1.774,0.815,-2.746
"Children's plastic doll","630312",-0.895,9.385,2.802,1.744,3.778,8.39,6.525,8.445,7.419,8.323,7.811,-0.421,3.702,-0.824,5.993,6.623,6.531,6.064,0.514,-2.048,-0.894,-7.302,-3.098,1.198,-1.562,-5.795,-7.52,-5.442,-3.886,-9.865,-3.166,-5.304,-4.285,-2.081,-4.46,-6.689,-5.404,-2.518,-6.334,-9.471,-9.207,-6.312,-4.015,-0.929,-2.633,-3.502,-1.767,0.066,-2.213,-3.853,-1.85,-0.649,-0.805,-1.686
"Model vehicle toy","630313",-2.183,4.462,4.462,2.655,6.519,6.281,9.052,7.247,1.703,6.551,5.71,-1.189,6.748,4.799,7.004,8.729,4.739,5.755,4.827,5.863,7.248,3.94,4.667,15.749,4.95,-1.351,-0.905,-0.382,-0.568,1.351,-0.578,-5.233,-1.635,1.826,1.168,-2.114,0.274,2.606,0.507,-1.64,-0.123,-0.715,-1.593,3.23,-3.809,-0.844,-2.201,-1.804,-2.932,-4.736,-3.607,-3.101,-4.445,-5.188
"Construction toy","630314",-2.111,-1.282,-2.833,-4.316,-2.284,-2.259,-0.87,-2.83,-1.663,-0.227,1.994,-4.146,-2.791,-0.039,-1.422,1.292,0.632,-1.599,-2.989,1.69,-0.694,-1.585,-2.507,2.611,-1.074,-4.075,-1.273,-2.704,-1.559,0.497,2.312,-1.92,-3.726,-2.953,-6.293,-8.919,-4.194,-1.196,-1.146,-5.153,-7.089,-7.474,-11.082,-5.263,-5.536,-3.136,0.992,2.152,1.757,-2.011,-1.119,2.309,3.181,2.132
"Sleeping bag (adult)","630317",3.291,-4.977,1.73,0.132,5.096,8.665,2.839,-3.932,-2.406,2.546,3.488,4.545,8.237,8.172,4.088,5.59,3.913,4.373,5.631,7.477,5.626,5.368,2.428,-0.307,-1.169,-4.662,0.477,-0.322,-2.625,-0.592,-1.518,5.924,3.114,0.482,-0.654,6.016,5.684,1.386,-2.515,-4.221,-1.649,-1.243,-2.905,-7.128,-6.171,-8.422,-6.754,-10.176,-10.804,-6.28,-5.015,-6.526,-7.195,-7.671
"Soft toy (e.g. teddy bear)","630332",5.242,4.633,5.316,3.028,2.369,1.57,0.394,2.194,0.09,-0.254,-1.091,0.358,-0.348,3.735,5.177,3.844,5.823,6.024,5.893,1.933,-1.134,-0.667,0.893,-0.275,-2.475,-4.108,-5.909,-5.095,-5.884,-4.728,-6.255,-3.791,-1.882,-3.64,-4.722,-4.418,-4.168,-3.253,-2.582,-3.097,-2.913,-5.242,-2.992,-2.155,-2.567,-1.122,-2.323,-0.457,-0.48,-4.291,-1.813,-0.982,-2.159,-2.932
"Football - size 5","630336",5.143,6.134,11.976,8.71,12.624,18.002,17.316,25.393,18.126,15.712,19.171,9.31,9.981,8.948,3.792,2.83,0.186,-5.111,-4.25,-5.281,-2.647,0.337,-5.488,5.958,3.33,1.869,2.251,-1.36,-0.697,-0.717,-3.713,-11.362,-8.849,-7.344,-6.535,-6.806,-9.285,-8.783,-6.233,-2.361,-5.112,-1.899,-0.403,-5.068,0.62,-3.826,-14.021,-11.098,-1.801,-0.569,-2.867,2.352,2.226,1.444
"Fishing rod - carbon fibre","630340",1.311,1.779,3.275,2.133,1.652,0.975,2.175,2.305,2.698,3.237,2.138,3.942,2.208,2.591,5.131,5.171,9.341,9.549,8.429,6.849,6.105,5.573,6.762,6.692,8.459,7.991,5.412,3.672,1.119,0.908,-0.824,0.479,1.904,1.755,1.101,1.519,-0.272,-0.66,-1.212,0.628,-0.577,-1.028,0.748,1.156,0.045,0.735,-0.094,-0.786,0.836,1.62,2.076,1.449,0.976,1.302
"Preschool activity toy","630341",6.307,17.092,15.306,13.515,12.714,16.092,16.301,6.795,7.733,4.65,6.129,8.543,7.716,-3.844,-2.105,1.013,2.277,-0.419,1.366,6.927,-1.814,-3.756,1.573,-2.573,-1.922,0.003,2.054,-1.929,-4.071,-4.675,-5.082,-9.147,-3.999,0.514,-8.52,-1.435,0.063,-1.194,-3.937,-2.064,-2.935,-4.026,-4.234,1.33,-2.693,-0.276,-1.898,-1.167,-6.166,-3.44,-4.538,-5.141,-3.706,-1.171
"Acoustic guitar (beginner)","630342",-0.008,0.949,0.262,2.107,1.67,5.341,3.622,6.245,6.365,7.52,8.998,8.231,6.571,6.702,6.263,5.66,6.527,3.558,6.206,3.806,3.717,2.753,1.851,1.086,1.925,2.136,0.345,-0.736,-1.461,-0.513,-4.282,0.996,-0.033,0.406,-0.699,-0.058,0.564,5.961,4.12,6.877,6.952,5.831,12.418,8.282,8.77,5.857,3.035,0.247,0.769,-5.989,-0.936,-5.25,-5.169,-2.58
"Men's football boots","630343",-2.819,0.779,1.415,0.981,-0.549,-0.427,-0.586,-0.919,-3.181,-16.321,-15.191,-17.517,-13.765,-16.113,-15.644,-15.381,-15.383,-15.346,-14.943,-15.055,-14.239,2.704,7.972,9.151,8.667,8.408,6.306,4.388,5.222,4.413,5.284,5.127,4.839,4.164,-1.753,-2.109,-3.356,-3.778,-5.83,-4.464,-5.508,-3.846,-4.214,-5.397,-5.391,-4.506,-3.994,-4.437,-3.795,-5.364,-4.356,-7.826,-7.783,-10.615
"Golf balls","630345",6.284,12.904,8.52,12.921,12.611,13.016,9.969,10.321,10.371,8.783,5.633,9,9.558,2.775,7.222,6.357,7.056,6.66,8.661,7.879,9.082,9.964,10.027,6.391,5.527,11.616,9.03,5.631,0.261,-0.392,1.045,1.904,-6.117,-6.057,-5.818,0.704,7.467,0.004,1.877,1.578,6.648,6.577,5.902,5.433,13.095,11.854,12.014,4.004,-1.445,-1.258,-1.131,-1.482,-1.25,-0.778
"Baby doll","630347",0.698,5.067,0.229,0.212,5.59,6.14,6.901,7.199,5.174,8.717,7.635,9.613,9.938,9.882,6.205,9.174,4.751,2.024,4.685,0.558,-1.193,-0.236,-0.921,-0.099,-2.795,-5.657,-4.192,-3.648,-5.338,-1.46,-2.552,-4.576,-2.128,-5.536,-6.03,-5.117,1.324,0.984,1.721,-0.97,1.947,0.696,0.386,5.693,2.995,3.285,-1.494,0.807,-3.579,-8.536,-5.695,-6.922,-3.77,-8.393
"Tennis or squash racket","630357",32.271,45.972,32.368,31.673,31.499,34.672,34.116,29.785,28.874,30.167,25.058,14.263,13.8,2.833,2.591,3.758,1.506,-1.21,-0.288,0.227,3.136,2.753,2.585,4.085,-1.667,-1.328,4.565,-1.987,-1.242,4.255,2.382,1.526,-0.078,1.188,2.381,6.766,15.846,15.595,9.313,15.996,15.809,9.612,9.493,10.948,9.019,9.226,8.17,1.178,-3.327,-3.428,-3.552,-3.575,-2.446,-0.985
"Photo printing or digital development","630359",5.761,6.594,5.932,5.8,2.626,2.418,2.67,2.652,4.019,5.945,7.77,8.623,8.579,8.379,8.374,8.738,7.363,8.117,8.495,8.041,8.09,6.807,4.559,6.37,7.274,7.946,8.651,8.806,9.041,9.254,8.715,9.115,8.832,8.246,8.375,8.008,7.405,7.868,7.86,7.859,7.519,7.529,7.194,7.078,7.12,6.576,7.201,7.348,7.012,6.116,5.591,4.974,5.694,4.851
"Children's craft kit (ages 5+)","630365",-7.086,-4.438,0.293,-2.796,1.201,1.01,1.287,-2.048,-0.706,-3.826,2.766,-0.886,-0.564,-4.839,-5.614,-0.687,-4.516,-2.322,-4.929,2.121,3.723,5.866,-1.601,-0.24,1.009,2.638,1.343,2.91,1.806,-0.569,7.811,-2.248,-5.024,-2.969,-3.189,-3.899,1.852,0.681,3.317,-4.767,2.286,3.055,1.236,1.404,0.008,4.065,3.205,-1.883,-9.504,-3.978,-6.914,-2.164,-6.909,-5.545
"Educational electronic toy","630368",4.845,5.757,8.643,12.261,6.795,11.865,11.56,10.063,8.636,10.161,13.201,9.465,9.333,10.417,7.534,7.714,10.375,7.892,6.277,7.576,5.721,1.944,0.916,1.462,1.514,-2.842,0.016,0,-2.036,-1.967,-1.35,-1.924,-2.261,-1.23,-4.274,-1.926,0.666,-1.018,-2.986,-4.653,-4.862,-4.31,-6.715,-5.032,-5.846,-1.301,-2.508,-6.24,-6.781,-8.704,-5.535,-1.752,-2.954,-2.95
"Jigsaw","630373",-14.259,-1.337,1.881,0.479,-3.1,-1.209,0.301,1.452,-2.187,0.764,4.09,-1.666,3.137,-3.963,3.596,2.219,3.213,2.397,-0.566,-0.408,5.196,3.6,-0.709,3.007,0.245,0.703,0.097,1.295,0.05,0.498,0.308,0.034,-1.419,-1.909,0.672,0.036,1.977,1.539,0.015,-2.513,-0.68,-0.399,-2.646,-4.387,-3.219,-2.536,-4.638,-2.651,-7.698,-5.46,-5.169,-2.598,-3.685,-7.213
